timestamp,userID,sessionID,expiring,URL
1676373466014, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /searchUsers?page=2051
1676373466526, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /chat/send/115
1676373467046, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /chat/send/123
1676373467566, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /chat/send/390
1676373469890, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /searchUsers?page=2052
1676373470406, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /chat/send/851
1676373470926, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /chat/send/227
1676373471446, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /chat/send/577
1676373477326, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /searchUsers?page=2053
1676373482801, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /searchUsers?page=2054
1676373490706, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /searchUsers?page=2055
1676373491216, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /chat/send/837
1676373491736, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /chat/send/413
1676373492256, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /chat/send/496
1676373492776, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /chat/send/640
1676373493296, user-1003, c85cbd00-d2fc-4cda-9f5c-66616847d851,1676373495816, /chat/send/929
1676373499274, user-1003, null,0, /searchUsers?page=2056
1676373500530, user-1003, null,0, /login
1676373508021, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /searchUsers?page=2056
1676373508536, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/574
1676373509056, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/275
1676373509576, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/379
1676373517542, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /searchUsers?page=2057
1676373527302, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /searchUsers?page=2058
1676373527816, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/295
1676373528336, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/703
1676373528856, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/518
1676373529376, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/689
1676373529896, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/776
1676373530416, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/194
1676373536209, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /searchUsers?page=2059
1676373536726, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/764
1676373537246, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/167
1676373546661, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /searchUsers?page=2060
1676373547176, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/916
1676373547696, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/705
1676373548216, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/514
1676373555426, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /searchUsers?page=2061
1676373562873, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /searchUsers?page=2062
1676373563386, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/355
1676373563906, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/896
1676373564426, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/900
1676373564946, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/314
1676373569885, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /searchUsers?page=2063
1676373576757, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /searchUsers?page=2064
1676373577276, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/279
1676373577796, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/153
1676373587258, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /searchUsers?page=2065
1676373587776, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/397
1676373588296, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/705
1676373598267, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /searchUsers?page=2066
1676373604606, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /searchUsers?page=2067
1676373610584, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /searchUsers?page=2068
1676373611096, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/955
1676373611616, user-1003, 17e9521b-0a3b-4fcf-a9c2-b516c080c8ec,1676373800536, /chat/send/876
